序号,开始时间,结束时间,查询粒度,子网,子网名称,网元,网元名称,小区,小区名称,eNodeB,eNodeB名称,[LTE]小区无线接通率,[LTE]无线接通率,[LTE]无线接通率_1516610800155-0-0,[LTE]无线掉线率-,[FDD]RRC连接建立成功率,[FDD]E-RAB建立成功率,[FDD]RRC连接掉话率,E-RAB掉线率-FDD_1498916186273-0-9,[FDD]E-RAB阻塞率,[FDD]小区的可用率,[LTE]下行数据重传率,上行PRB平均利用率(集团),下行PRB平均利用率(集团),上行PRB利用率-扩容,下行PRB利用率-扩容,[LTE]上行PRB平均利用率(%),[LTE]下行PRB平均利用率(%),PDCCH信道CCE占用率-FDD_1498916186273-0-62,用户面最大激活UE数,用户面平均激活UE数,RRC连接建立最大用户数,RRC连接建立平均用户数,[FDD]最大的RRC连接建立个数,[FDD]平均的RRC连接建立个数,[FDD]小区上行PDCP层最大流量(兆比特/秒),[FDD]小区上行PDCP层最小流量(兆比特/秒),[FDD]小区上行PDCP层平均流量(兆比特/秒),[FDD]小区下行PDCP层最大流量(兆比特/秒),[FDD]小区下行PDCP层最小流量(兆比特/秒),[FDD]小区下行PDCP层平均流量(兆比特/秒),空口上行业务字节数(ZXJT)单位:GB ,空口下行业务字节数(ZXJT)单位:GB,小区上行BLER,小区下行BLER,RB平均干扰均值（0-24）,RB平均干扰均值(0-29),RB平均干扰均值（0-99）_1516610800155-0-16,"TA在范围[0,1)的上报次数","TA在范围[1,3)的上报次数","TA在范围[3,5)的上报次数","TA在范围[5,7)的上报次数","TA在范围[7,9)的上报次数","TA在范围[9,11)的上报次数","TA在范围[11,13)的上报次数","TA在范围[13,20)的上报次数","TA在范围[20,27)的上报次数","TA在范围[27,34)的上报次数","TA在范围[34,40)的上报次数",小区下行PDCP SDU时延(毫秒),小区上行PDCP SDU丢包个数,小区下行PDCP SDU丢包个数,小区上行PDCP 总的SDU个数,小区下行PDCP 总的SDU个数,[LTE]RLC PDU重传率
1221,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721952,CGZ011G12R_华润西山坡_华润别墅区北-兴隆办后山坡(721952),83,FGZ011G121R1_华润别墅区北-兴隆办后山坡,721952,CGZ011G12R_华润西山坡_华润别墅区北_兴隆办后山坡华润西山坡-兴隆办后山坡,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.72%,0.22%,4.51%,0.22%,4.51%,0,4.51%,9.18%,3,0.1327,6,1.2028,6,1,1.2507,0,0.0056,7.7409,0,0.05,0,0.02,0.00%,0.00%,-119.4,-119,-119,,,,,,,,,,,,810975,0,0,22857,28603,0.00%
1222,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721952,CGZ011G12R_华润西山坡_华润别墅区北-兴隆办后山坡(721952),84,FGZ011G122R1_华润别墅区北-兴隆办后山坡,721952,CGZ011G12R_华润西山坡_华润别墅区北_兴隆办后山坡华润西山坡-兴隆办后山坡,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.01%,0.25%,4.24%,0.25%,4.24%,0,4.24%,8.74%,3,0.1349,5,0.9544,5,0,0.6583,0,0.0054,10.4042,0,0.0324,0,0.01,0.00%,0.00%,-118.88,-119,-119,,,,,,,,,,,,481061,0,0,21196,22723,0.00%
1223,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721952,CGZ011G12R_华润西山坡_华润别墅区北-兴隆办后山坡(721952),85,FGZ011G123R1_华润别墅区北-兴隆办后山坡,721952,CGZ011G12R_华润西山坡_华润别墅区北_兴隆办后山坡华润西山坡-兴隆办后山坡,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.91%,0.12%,3.94%,0.12%,3.94%,0,3.94%,10.43%,1,0.1114,1,0.33,1,0,0.1653,0,0.0023,2.9554,0,0.0091,0,0,0.00%,0.00%,-119.29,-119,-119,,,,,,,,,,,,187745,0,0,9242,14381,0.00%
1224,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721959,CGZ011G20R_兴隆一村家和园-足球俱乐部北(721959),81,FGZ011G201R1_兴隆一村家和园-电专培训中心,721959,CGZ011G20R_兴隆一村家和园-足球俱乐部北,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.00%,1.16%,6.23%,1.16%,6.23%,0,6.23%,8.63%,4,0.484,7,1.8628,7,1,0.4483,0,0.0205,20.3885,0,0.301,0.01,0.13,0.00%,0.00%,-119.63,-119,-119,,,,,,,,,,,,4182955,0,3,95570,151997,0.00%
1225,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721959,CGZ011G20R_兴隆一村家和园-足球俱乐部北(721959),82,FGZ011G202R1_兴隆一村家和园-电专培训中心,721959,CGZ011G20R_兴隆一村家和园-足球俱乐部北,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.86%,0.33%,5.17%,0.33%,5.17%,0,5.17%,8.68%,3,0.1981,7,0.9828,7,0,1.1827,0,0.008,11.5125,0,0.0778,0,0.03,0.00%,0.00%,-119.26,-119,-119,,,,,,,,,,,,1681876,4,20,29441,44993,0.00%
1226,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721959,CGZ011G20R_兴隆一村家和园-足球俱乐部北(721959),83,FGZ011G203R1_兴隆一村家和园-电专培训中心,721959,CGZ011G20R_兴隆一村家和园-足球俱乐部北,99.42%,99.42%,99.42%,0.00%,99.42%,100.00%,0.00%,0.00%,0.00%,100.00%,9.98%,0.50%,4.79%,0.50%,4.79%,0,4.79%,9.58%,3,0.1349,5,0.6434,5,0,0.8316,0,0.0044,17.9381,0,0.0882,0,0.04,0.00%,0.00%,-119.93,-119,-119,,,,,,,,,,,,1584134,2,30,19644,37335,0.00%
1227,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721960,CGZ011G21H_山水大厦(721960),81,FGZ011G211H1_山水大厦,721960,CGZ011G21H_山水大厦,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.27%,9.43%,6.90%,9.43%,6.90%,0,6.90%,13.24%,5,0.9474,11,4.41,11,4,0.941,0,0.0314,19.7715,0,0.26,0.01,0.11,0.00%,0.00%,-99.55,-102,-114,,,,,,,,,,,,7417644,0,16,105428,139681,0.00%
1228,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721960,CGZ011G21H_山水大厦(721960),82,FGZ011G212H1_山水大厦,721960,CGZ011G21H_山水大厦,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.74%,5.87%,8.63%,5.87%,8.63%,0,8.63%,10.95%,8,1.1225,15,6.6194,15,6,0.8495,0,0.0391,16.6782,0,0.5211,0.02,0.23,0.00%,0.00%,-109.28,-111,-117,,,,,,,,,,,,8178585,0,2,163873,270151,0.00%
1229,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721960,CGZ011G21H_山水大厦(721960),83,FGZ011G213H1_山水大厦,721960,CGZ011G21H_山水大厦,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.02%,0.00%,0.00%,100.00%,8.69%,6.61%,10.89%,6.61%,10.89%,0,10.89%,12.59%,8,1.8139,18,8.665,18,8,5.2378,0,0.0629,9.8381,0,0.5246,0.03,0.23,0.00%,0.00%,-109.68,-111,-117,,,,,,,,,,,,11271031,0,3,232956,350425,0.00%
1230,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721964,CGZ011G25R_越秀园8号楼-东河南(721964),81,FGZ011G251R1_越秀园8号楼-东河南,721964,CGZ011G25R_越秀园8号楼-东河南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.23%,5.26%,10.62%,5.26%,10.62%,0,10.62%,12.48%,4,0.6634,6,1.9083,6,1,0.8693,0,0.0816,14.593,0,0.4177,0.04,0.18,0.00%,0.00%,-110.06,-111,-117,,,,,,,,,,,,12525583,0,2,136537,200778,0.00%
1231,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721964,CGZ011G25R_越秀园8号楼-东河南(721964),82,FGZ011G252R1_越秀园8号楼-东河南,721964,CGZ011G25R_越秀园8号楼-东河南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.47%,1.06%,6.19%,1.06%,6.19%,0,6.19%,10.97%,3,0.3512,7,1.3978,7,1,0.5905,0,0.0101,4.7344,0,0.0334,0,0.01,0.00%,0.00%,-107.07,-109,-116,,,,,,,,,,,,945573,49,257,37103,47328,0.00%
1232,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721965,CGZ011G26H_铁路南苑西南(721965),81,FGZ011G261H1_铁路南苑西南,721965,CGZ011G26H_铁路南苑西南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.74%,0.06%,3.87%,0.06%,3.87%,0,3.87%,10.60%,2,0.0544,2,0.2072,2,0,0.0877,0,0.001,2.5545,0,0.003,0,0,0.00%,0.00%,-119.3,-119,-119,,,,,,,,,,,,84599,0,0,6043,6815,0.00%
1233,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721965,CGZ011G26H_铁路南苑西南(721965),82,FGZ011G262H1_铁路南苑西南,721965,CGZ011G26H_铁路南苑西南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.14%,4.08%,21.18%,4.08%,21.18%,0,21.18%,14.49%,9,1.1892,14,5.7394,14,5,5.4742,0,0.0528,11.4445,0,1.2649,0.02,0.55,0.00%,0.00%,-117.57,-117,-119,,,,,,,,,,,,26412969,2,7,270293,484765,0.00%
1234,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721965,CGZ011G26H_铁路南苑西南(721965),83,FGZ011G263H1_铁路南苑西南,721965,CGZ011G26H_铁路南苑西南,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.23%,1.49%,6.84%,1.49%,6.84%,0,6.84%,9.87%,6,0.893,10,3.6666,10,3,5.4346,0,0.025,10.4467,0,0.1684,0.01,0.07,0.00%,0.00%,-118.52,-118,-119,,,,,,,,,,,,3053619,0,0,112862,143527,0.00%
1235,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721971,CGZ011G33H_市中北桥(721971),81,FGZ011G331H1_市中北桥,721971,CGZ011G33H_市中北桥,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.26%,0.66%,5.40%,0.66%,5.40%,0,5.40%,9.15%,5,0.2988,9,1.785,9,1,4.3201,0,0.0093,13.0997,0,0.046,0,0.02,0.00%,0.00%,-111.36,-112,-117,,,,,,,,,,,,1037278,1,67,33115,31925,0.00%
1236,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721971,CGZ011G33H_市中北桥(721971),82,FGZ011G332H1_市中北桥,721971,CGZ011G33H_市中北桥,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.63%,0.39%,4.14%,0.39%,4.14%,0,4.14%,12.95%,10,0.138,28,0.5639,28,0,0.4769,0,0.002,5.8551,0,0.0124,0,0.01,0.00%,0.00%,-93.21,-97,-113,,,,,,,,,,,,553599,29,297,8549,8834,0.00%
1237,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721971,CGZ011G33H_市中北桥(721971),83,FGZ011G333H1_市中北桥,721971,CGZ011G33H_市中北桥,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.77%,1.15%,4.53%,1.15%,4.53%,0,4.53%,10.98%,3,0.2927,6,1.1606,6,1,0.8262,0,0.0086,13.4505,0,0.0413,0,0.02,0.00%,0.00%,-104.06,-106,-116,,,,,,,,,,,,650839,0,33,34054,34597,0.00%
1238,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721975,CGZ011G37H_党家重汽_重汽拐弯红楼-党家重汽(721975),81,FGZ011G371H1_党家重汽,721975,CGZ011G37H_党家重汽_重汽拐弯红楼_党家重汽东面厂区-党家重汽,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.83%,0.05%,3.75%,0.05%,3.75%,0,3.75%,10.84%,1,0.0352,2,0.2056,2,0,0.1923,0,0.0008,4.3611,0,0.0019,0,0,0.00%,0.00%,-115.63,-116,-118,,,,,,,,,,,,40782,0,0,4358,3360,0.00%
1239,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721975,CGZ011G37H_党家重汽_重汽拐弯红楼-党家重汽(721975),82,FGZ011G372H1_党家重汽,721975,CGZ011G37H_党家重汽_重汽拐弯红楼_党家重汽东面厂区-党家重汽,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.02%,1.07%,5.47%,1.07%,5.47%,0,5.47%,9.15%,2,0.1635,4,0.8583,4,0,0.5086,0,0.0112,6.3375,0,0.1058,0,0.05,0.00%,0.00%,-116.92,-117,-119,,,,,,,,,,,,2389231,8,0,42732,50803,0.00%
1240,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721975,CGZ011G37H_党家重汽_重汽拐弯红楼-党家重汽(721975),83,FGZ011G373H1_党家重汽,721975,CGZ011G37H_党家重汽_重汽拐弯红楼_党家重汽东面厂区-党家重汽,100.00%,100.00%,100.00%,4.76%,100.00%,100.00%,0.16%,0.22%,0.00%,100.00%,9.28%,0.46%,4.36%,0.46%,4.36%,0,4.36%,10.78%,3,0.1051,5,0.28,5,0,0.8533,0,0.0036,9.415,0,0.022,0,0.01,0.00%,0.00%,-98.46,-102,-114,,,,,,,,,,,,593631,3,116,9510,10775,0.00%
1241,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721975,CGZ011G37H_党家重汽_重汽拐弯红楼-党家重汽(721975),84,FGZ011G371H1_党家重汽拐弯红楼,721975,CGZ011G37H_党家重汽_重汽拐弯红楼_党家重汽东面厂区-党家重汽,50.00%,50.00%,50.00%,0.00%,50.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.79%,0.02%,3.72%,0.02%,3.72%,0,3.72%,12.04%,1,0.0038,2,0.02,2,0,0.0129,0,0,0.0808,0,0.0001,0,0,0.00%,0.00%,-103.69,-106,-115,,,,,,,,,,,,2843,0,0,220,276,0.00%
1242,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721975,CGZ011G37H_党家重汽_重汽拐弯红楼-党家重汽(721975),85,FGZ011G372H1_党家重汽拐弯红楼,721975,CGZ011G37H_党家重汽_重汽拐弯红楼_党家重汽东面厂区-党家重汽,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,4.77%,0.01%,3.72%,0.01%,3.72%,0,3.72%,11.82%,1,0.0098,2,0.0378,2,0,0.0619,0,0.0002,1.3756,0,0.0021,0,0,0.00%,0.00%,-112.78,-113,-118,,,,,,,,,,,,17681,0,0,1145,1520,0.00%
1243,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721975,CGZ011G37H_党家重汽_重汽拐弯红楼-党家重汽(721975),86,FGZ011G373H1_党家重汽拐弯红楼,721975,CGZ011G37H_党家重汽_重汽拐弯红楼_党家重汽东面厂区-党家重汽,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.86%,0.06%,4.06%,0.06%,4.06%,0,4.06%,12.16%,1,0.0125,2,0.0478,2,0,0.1597,0,0.0006,2.8807,0,0.0104,0,0,0.00%,0.00%,-118.88,-119,-119,,,,,,,,,,,,197826,0,0,2586,4087,0.00%
1244,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721976,CGZ011G38H_汽车厂(721976),81,FGZ011G381H1_汽车厂,721976,CGZ011G38H_汽车厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.04%,0.51%,4.21%,0.51%,4.21%,0,4.21%,10.84%,4,0.0877,7,0.3456,7,0,0.2787,0,0.002,6.1788,0,0.0152,0,0.01,0.00%,0.00%,-97.9,-101,-114,,,,,,,,,,,,618905,0,16,8359,8626,0.00%
1245,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721976,CGZ011G38H_汽车厂(721976),82,FGZ011G382H1_汽车厂,721976,CGZ011G38H_汽车厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.64%,5.64%,30.87%,5.64%,30.87%,0,30.87%,17.33%,6,1.4192,9,3.1884,9,3,1.4561,0,0.2074,25.2998,0,2.5104,0.09,1.1,0.00%,0.00%,-114.7,-115,-118,,,,,,,,,,,,64227638,0,0,565355,948868,0.00%
1246,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721976,CGZ011G38H_汽车厂(721976),83,FGZ011G383H1_汽车厂,721976,CGZ011G38H_汽车厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.88%,2.69%,19.21%,2.69%,19.21%,0,19.21%,11.95%,5,0.9294,9,3.5,9,3,0.8668,0,0.046,11.628,0,1.1744,0.02,0.52,0.00%,0.00%,-114.91,-115,-118,,,,,,,,,,,,17708227,0,104,265891,424640,0.00%
1247,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721976,CGZ011G38H_汽车厂(721976),94,FDZ011G384H1_汽车厂,721976,CGZ011G38H_汽车厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.45%,0.16%,1.87%,0.16%,1.87%,0,1.87%,5.42%,4,0.4074,8,2.5928,8,2,1.3248,0,0.0126,42.0071,0,0.229,0.01,0.1,0.00%,0.00%,-119.99,-119,-119,,,,,,,,,,,,1068999,0,5,67512,115574,0.00%
1248,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721976,CGZ011G38H_汽车厂(721976),95,FDZ011G385H1_汽车厂,721976,CGZ011G38H_汽车厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,12.65%,0.42%,2.92%,0.42%,2.92%,0,2.92%,6.39%,5,0.5873,10,4.2761,10,4,0.7075,0,0.0246,49.4213,0,0.5953,0.01,0.26,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,2600009,0,4,133887,236040,0.00%
1249,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),721976,CGZ011G38H_汽车厂(721976),96,FDZ011G386H1_汽车厂,721976,CGZ011G38H_汽车厂,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,12.16%,0.70%,3.62%,0.70%,3.62%,0,3.62%,8.09%,7,1.0181,19,7.5106,19,7,1.9175,0,0.0404,27.2954,0,0.4122,0.02,0.18,0.00%,0.00%,-119.99,-119,-119,,,,,,,,,,,,3478463,0,0,172225,202190,0.00%
1250,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),722145,CGZ011J01R_泽田数控(722145),81,FGZ011J011R1_泽田数控,722145,CGZ011J01R_泽田数控,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.11%,5.36%,19.82%,5.36%,19.82%,0,19.82%,13.81%,8,1.8681,21,9.8983,21,9,6.2815,0,0.2037,31.7456,0,1.8985,0.09,0.83,0.00%,0.00%,-119.46,-119,-119,,,,,,,,,,,,89019111,18,115,561121,779990,0.00%
1251,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),722145,CGZ011J01R_泽田数控(722145),82,FGZ011J012R1_泽田数控,722145,CGZ011J01R_泽田数控,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,11.31%,5.32%,18.23%,5.32%,18.23%,0,18.23%,17.53%,5,0.7497,11,4.0139,11,4,4.8799,0,0.037,7.9527,0,0.6702,0.02,0.29,0.00%,0.00%,-119.41,-119,-119,,,,,,,,,,,,22189424,21,65,177321,265331,0.00%
1252,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),722145,CGZ011J01R_泽田数控(722145),91,FDC011J013R1_泽田数控,722145,CGZ011J01R_泽田数控,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.26%,0.43%,2.87%,0.43%,2.87%,0,2.87%,7.61%,5,0.6197,17,4.6478,17,4,18.1377,0,0.0361,53.3338,0,0.3877,0.02,0.17,0.00%,0.00%,-119.49,-118,-119,,,,,,,,,,,,3170979,65,1,105580,174903,0.00%
1253,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),91,FDZ011I621S1_济南大学西校区4号宿舍1F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
1254,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),92,FDZ011I622S1_济南大学西校区4号宿舍2F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
1255,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),93,FDZ011I623S1_济南大学西校区4号宿舍3F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
1256,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),94,FDZ011I624S1_济南大学西校区4号宿舍4F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
1257,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),95,FDZ011I625S1_济南大学西校区4号宿舍5F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
1258,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),96,FDZ011I626S1_济南大学西校区4号宿舍6F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
1259,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),97,FDZ011I627S1_济南大学西校区5号宿舍1F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
1260,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),98,FDZ011I628S1_济南大学西校区5号宿舍2F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
1261,2018/4/15 8:00,2018/4/15 9:00,1小时,5312,子网(MO SDR)(5312),722211,CGZ011I62S_济南大学西校区4号宿舍_5号宿舍-济南大学汇聚西南环(722211),99,FDZ011I629S1_济南大学西校区5号宿舍3F-济南大学汇聚西南环,722211,CGZ011I61S_济南大学西校区1号宿舍_3号宿舍-济南大学汇聚西南环,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
