序号,开始时间,结束时间,查询粒度,子网,子网名称,网元,网元名称,小区,小区名称,eNodeB,eNodeB名称,[LTE]小区无线接通率,[LTE]无线接通率,[LTE]无线接通率_1516610800155-0-0,[LTE]无线掉线率-,[FDD]RRC连接建立成功率,[FDD]E-RAB建立成功率,[FDD]RRC连接掉话率,E-RAB掉线率-FDD_1498916186273-0-9,[FDD]E-RAB阻塞率,[FDD]小区的可用率,[LTE]下行数据重传率,上行PRB平均利用率(集团),下行PRB平均利用率(集团),上行PRB利用率-扩容,下行PRB利用率-扩容,[LTE]上行PRB平均利用率(%),[LTE]下行PRB平均利用率(%),PDCCH信道CCE占用率-FDD_1498916186273-0-62,用户面最大激活UE数,用户面平均激活UE数,RRC连接建立最大用户数,RRC连接建立平均用户数,[FDD]最大的RRC连接建立个数,[FDD]平均的RRC连接建立个数,[FDD]小区上行PDCP层最大流量(兆比特/秒),[FDD]小区上行PDCP层最小流量(兆比特/秒),[FDD]小区上行PDCP层平均流量(兆比特/秒),[FDD]小区下行PDCP层最大流量(兆比特/秒),[FDD]小区下行PDCP层最小流量(兆比特/秒),[FDD]小区下行PDCP层平均流量(兆比特/秒),空口上行业务字节数(ZXJT)单位:GB ,空口下行业务字节数(ZXJT)单位:GB,小区上行BLER,小区下行BLER,RB平均干扰均值（0-24）,RB平均干扰均值(0-29),RB平均干扰均值（0-99）_1516610800155-0-16,"TA在范围[0,1)的上报次数","TA在范围[1,3)的上报次数","TA在范围[3,5)的上报次数","TA在范围[5,7)的上报次数","TA在范围[7,9)的上报次数","TA在范围[9,11)的上报次数","TA在范围[11,13)的上报次数","TA在范围[13,20)的上报次数","TA在范围[20,27)的上报次数","TA在范围[27,34)的上报次数","TA在范围[34,40)的上报次数",小区下行PDCP SDU时延(毫秒),小区上行PDCP SDU丢包个数,小区下行PDCP SDU丢包个数,小区上行PDCP 总的SDU个数,小区下行PDCP 总的SDU个数,[LTE]RLC PDU重传率
31,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721510,CGZ017359R_市政办公楼-平阴四中(721510),81,FGZ0173591R1_市政办公楼-平阴四中,721510,CGZ017359R_市政办公楼-平阴四中,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.20%,0.15%,3.67%,0.15%,3.67%,0,3.67%,8.91%,2,0.0474,3,0.3316,3,0,0.6109,0,0.0018,8.7768,0,0.0212,0,0.01,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,270833,0,102,8101,10536,0.00%
32,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721510,CGZ017359R_市政办公楼-平阴四中(721510),82,FGZ0173592R1_市政办公楼-平阴四中,721510,CGZ017359R_市政办公楼-平阴四中,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.70%,0.15%,3.62%,0.15%,3.62%,0,3.62%,8.39%,2,0.0681,3,0.3939,3,0,0.5515,0,0.0021,5.5966,0,0.0124,0,0.01,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,244323,0,3,9590,12412,0.00%
33,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721510,CGZ017359R_市政办公楼-平阴四中(721510),83,FGZ0173593R1_市政办公楼-平阴四中,721510,CGZ017359R_市政办公楼-平阴四中,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,18.44%,0.10%,3.48%,0.10%,3.48%,0,3.48%,8.10%,3,0.1344,3,0.4539,3,0,0.1286,0,0.001,1.6734,0,0.0035,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,119551,2,4,8667,12785,0.00%
34,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具(721521),81,FGZ0173571R1_幸福里联通共享-巨龙家具,721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.13%,0.99%,6.77%,0.99%,6.77%,0,6.77%,11.32%,5,0.5699,10,2.3694,10,2,4.8342,0,0.0166,9.3617,0,0.0641,0.01,0.03,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,1472972,0,41,75332,95048,0.00%
35,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具(721521),82,FGZ0173572R1_幸福里联通共享-巨龙家具,721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.49%,0.34%,4.61%,0.34%,4.61%,0,4.61%,10.08%,3,0.247,5,1.0278,5,1,0.1519,0,0.0039,3.6636,0,0.0159,0,0.01,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,487035,0,308,25991,31116,0.00%
36,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具(721521),83,FGZ0173573R1_幸福里联通共享-巨龙家具,721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.24%,0.28%,4.51%,0.28%,4.51%,0,4.51%,10.17%,4,0.1567,4,0.8106,4,0,3.5681,0,0.0046,3.1772,0,0.0127,0,0.01,0.00%,0.00%,-119.62,-119,-119,,,,,,,,,,,,287783,0,2,16006,22743,0.00%
37,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具(721521),84,FGZ0173574H1_平阴巨龙家具,721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,4.98%,0.00%,4.20%,0.00%,4.20%,0,4.20%,11.15%,1,0.0008,2,0.0139,2,0,0.0015,0,0,0.0098,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,583,0,0,12,45,0.00%
38,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具(721521),85,FGZ0173575H1_平阴巨龙家具,721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.13%,0.02%,4.44%,0.02%,4.44%,0,4.44%,10.95%,1,0.0152,2,0.0794,2,0,0.1977,0,0.0005,11.5686,0,0.0171,0,0.01,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,343780,0,0,4105,7359,0.00%
39,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具(721521),86,FGZ0173576H1_平阴巨龙家具,721521,CGZ017357H_平阴巨龙家具_幸福里联通共享-平阴巨龙家具,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.10%,0.14%,4.70%,0.14%,4.70%,0,4.70%,10.12%,2,0.0536,3,0.3706,3,0,0.14,0,0.001,4.8233,0,0.0137,0,0.01,0.00%,0.00%,-119.62,-119,-119,,,,,,,,,,,,283975,0,45,5917,8203,0.00%
40,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721522,CGZ017352H_平阴河务局(721522),81,FGZ0173521H1_平阴河务局,721522,CGZ017352H_平阴河务局,99.09%,99.09%,99.09%,1.15%,99.09%,100.00%,0.00%,0.00%,0.00%,100.00%,8.66%,1.12%,4.74%,1.12%,4.74%,0,4.74%,7.79%,4,0.2946,9,2.3233,9,2,0.4529,0,0.0093,5.7635,0,0.0674,0,0.03,0.00%,0.00%,-119.68,-119,-119,,,,,,,,,,,,1397210,0,19,39806,45949,0.00%
41,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721522,CGZ017352H_平阴河务局(721522),82,FGZ0173522H1_平阴河务局,721522,CGZ017352H_平阴河务局,99.86%,99.86%,99.86%,0.00%,99.86%,100.00%,0.03%,0.00%,0.00%,100.00%,7.37%,10.49%,6.88%,10.49%,6.88%,0,6.88%,15.64%,9,1.5787,17,7.2044,17,7,0.7836,0,0.0445,7.5107,0,0.1575,0.02,0.07,0.00%,0.00%,-113.34,-114,-118,,,,,,,,,,,,3258544,2,99,134221,163614,0.00%
42,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721522,CGZ017352H_平阴河务局(721522),83,FGZ0173523H1_平阴河务局,721522,CGZ017352H_平阴河务局,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.06%,0.67%,4.23%,0.67%,4.23%,0,4.23%,8.78%,3,0.157,6,0.8161,6,0,0.4492,0,0.0043,4.466,0,0.0216,0,0.01,0.00%,0.00%,-119.59,-119,-119,,,,,,,,,,,,775975,28,144,15919,21200,0.00%
43,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关(721523),81,FGZ0173311H1_平阴东关,721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.28%,1.12%,7.68%,1.12%,7.68%,0,7.68%,11.63%,5,0.5488,8,1.3683,8,1,1.0165,0,0.018,11.1329,0,0.1419,0.01,0.06,0.00%,0.00%,-119.97,-119,-119,,,,,,,,,,,,4541627,28,0,55366,82261,0.00%
44,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关(721523),82,FGZ0173312H1_平阴东关,721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.17%,1.36%,6.37%,1.36%,6.37%,0,6.37%,10.97%,5,0.383,8,1.3144,8,1,6.0121,0,0.05,17.2112,0,0.1457,0.02,0.06,0.00%,0.00%,-119.98,-119,-119,,,,,,,,,,,,3374950,2,7,81268,100644,0.00%
45,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关(721523),83,FGZ0173313H1_平阴东关,721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.82%,0.69%,7.12%,0.69%,7.12%,0,7.12%,10.80%,4,0.3042,7,1.1212,7,1,0.3355,0,0.0083,12.463,0,0.2163,0,0.09,0.00%,0.00%,-119.89,-119,-119,,,,,,,,,,,,3430876,0,5,61775,105245,0.00%
46,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关(721523),84,FGZ0173314R1_共享西关联通铁塔-平阴东关,721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
47,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关(721523),85,FGZ0173315R1_共享西关联通铁塔-平阴东关,721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
48,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关(721523),86,FGZ0173316R1_共享西关联通铁塔-平阴东关,721523,CGZ017331H_平阴东关_共享西关联通铁塔-平阴东关,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,0,0,0,0,0,0.00%
49,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721539,CGZ017319H_福胶大酒店(721539),81,FGZ0173191H1_福胶大酒店,721539,CGZ017319H_福胶大酒店,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.56%,0.47%,5.47%,0.47%,5.47%,0,5.47%,11.37%,4,0.1945,5,0.6239,5,0,0.4254,0,0.0051,7.5415,0,0.0352,0,0.02,0.00%,0.00%,-119.98,-119,-119,,,,,,,,,,,,815269,0,8,23433,31973,0.00%
50,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721539,CGZ017319H_福胶大酒店(721539),82,FGZ0173192H1_福胶大酒店,721539,CGZ017319H_福胶大酒店,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.49%,4.39%,11.20%,4.39%,11.20%,0,11.20%,14.19%,8,1.4518,15,6.5689,15,6,2.2087,0,0.0465,16.7421,0,0.408,0.02,0.17,0.00%,0.00%,-119.93,-119,-119,,,,,,,,,,,,14748484,1,36,178637,253428,0.00%
51,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721539,CGZ017319H_福胶大酒店(721539),83,FGZ0173193H1_福胶大酒店,721539,CGZ017319H_福胶大酒店,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.98%,0.50%,5.20%,0.50%,5.20%,0,5.20%,9.64%,5,0.3237,7,1.4528,7,1,0.7289,0,0.0065,9.9718,0,0.0706,0,0.03,0.00%,0.00%,-118.45,-118,-119,,,,,,,,,,,,1986895,0,27,37195,53823,0.00%
52,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721541,CGZ017323H_平阴一中华玫(721541),81,FGZ0173231H1_平阴一中华玫,721541,CGZ017323H_平阴一中华玫,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,7.62%,0.60%,5.38%,0.60%,5.38%,0,5.38%,9.89%,4,0.1632,6,0.9172,6,0,2.4934,0,0.0068,8.49,0,0.0316,0,0.01,0.00%,0.00%,-119.59,-119,-119,,,,,,,,,,,,993422,98,50,21512,25609,0.00%
53,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721541,CGZ017323H_平阴一中华玫(721541),82,FGZ0173232H1_平阴一中华玫,721541,CGZ017323H_平阴一中华玫,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.61%,0.86%,5.72%,0.86%,5.72%,0,5.72%,9.61%,4,0.3343,10,2.0211,10,2,0.6739,0,0.0077,10.8779,0,0.0551,0,0.02,0.00%,0.00%,-119.9,-119,-119,,,,,,,,,,,,1132892,0,114,41594,55682,0.00%
54,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721541,CGZ017323H_平阴一中华玫(721541),83,FGZ0173233H1_平阴一中华玫,721541,CGZ017323H_平阴一中华玫,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.11%,3.15%,8.99%,3.15%,8.99%,0,8.99%,11.64%,7,0.9471,14,4.1561,14,4,8.0358,0,0.0692,25.1313,0,0.457,0.03,0.19,0.00%,0.00%,-118.83,-119,-119,,,,,,,,,,,,13670573,0,54,176496,249404,0.00%
55,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721542,CGZ017325H_平阴文几山(721542),81,FGZ0173251H1_平阴文几山,721542,CGZ017325H_平阴文几山,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.53%,0.71%,5.03%,0.71%,5.03%,0,5.03%,9.76%,4,0.5424,5,1.1378,5,1,1.9175,0,0.0162,5.3372,0,0.0498,0.01,0.02,0.00%,0.00%,-119.06,-119,-119,,,,,,,,,,,,970195,0,34,64746,82851,0.00%
56,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721542,CGZ017325H_平阴文几山(721542),82,FGZ0173252H1_平阴文几山,721542,CGZ017325H_平阴文几山,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.56%,1.74%,8.16%,1.74%,8.16%,0,8.16%,11.28%,6,0.8546,13,3.2244,13,3,0.8268,0,0.021,10.1149,0,0.1841,0.01,0.08,0.00%,0.00%,-119.57,-119,-119,,,,,,,,,,,,6199743,0,167,107346,146348,0.00%
57,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721542,CGZ017325H_平阴文几山(721542),83,FGZ0173253H1_平阴文几山,721542,CGZ017325H_平阴文几山,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,2.63%,0.07%,4.25%,0.07%,4.25%,0,4.25%,11.43%,2,0.0179,3,0.2106,3,0,0.3051,0,0.0009,9.0421,0,0.006,0,0,0.00%,0.00%,-119.66,-119,-119,,,,,,,,,,,,152591,0,0,2840,3612,0.00%
58,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721545,CGZ017326H_平阴济西工业园(721545),81,FGZ0173261H1_平阴济西工业园,721545,CGZ017326H_平阴济西工业园,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.58%,0.14%,4.37%,0.14%,4.37%,0,4.37%,8.70%,2,0.0354,5,0.6944,5,0,0.1611,0,0.0008,6.7524,0,0.0077,0,0,0.00%,0.00%,-119.62,-119,-119,,,,,,,,,,,,250900,0,101,2996,4028,0.00%
59,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721545,CGZ017326H_平阴济西工业园(721545),82,FGZ0173262H1_平阴济西工业园,721545,CGZ017326H_平阴济西工业园,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.68%,0.21%,4.61%,0.21%,4.61%,0,4.61%,11.33%,3,0.0588,4,0.3472,4,0,0.4368,0,0.0024,0.6712,0,0.0039,0,0,0.00%,0.00%,-118.74,-118,-119,,,,,,,,,,,,70942,0,24,6193,7981,0.00%
60,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721545,CGZ017326H_平阴济西工业园(721545),83,FGZ0173263H1_平阴济西工业园,721545,CGZ017326H_平阴济西工业园,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.59%,0.09%,4.24%,0.09%,4.24%,0,4.24%,11.94%,2,0.0402,3,0.1856,3,0,0.1202,0,0.0006,4.1371,0,0.0072,0,0,0.00%,0.00%,-119.31,-119,-119,,,,,,,,,,,,358137,0,80,4658,7443,0.00%
61,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721559,CGZ017338R_中土社区北-汕头(721559),81,FGZ0173381R1_中土社区北-汕头,721559,CGZ017338R_中土社区北-汕头,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.16%,0.45%,5.21%,0.45%,5.21%,0,5.21%,12.18%,3,0.2489,4,0.4044,4,0,1.5602,0,0.0084,3.5077,0,0.0275,0,0.01,0.00%,0.00%,-119.62,-119,-119,,,,,,,,,,,,2117343,0,2,34820,39808,0.00%
62,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721559,CGZ017338R_中土社区北-汕头(721559),82,FGZ0173382R1_中土社区北-汕头,721559,CGZ017338R_中土社区北-汕头,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.18%,0.52%,5.86%,0.52%,5.86%,0,5.86%,10.98%,3,0.156,5,0.68,5,0,0.7618,0,0.0058,8.2493,0,0.0706,0,0.03,0.00%,0.00%,-115.93,-116,-118,,,,,,,,,,,,1318323,0,280,25225,34655,0.00%
63,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721559,CGZ017338R_中土社区北-汕头(721559),83,FGZ0173383R1_中土社区北-汕头,721559,CGZ017338R_中土社区北-汕头,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.01%,1.43%,7.64%,1.43%,7.64%,0,7.64%,10.69%,5,0.7375,10,3.2561,10,3,0.927,0,0.0246,8.137,0,0.1888,0.01,0.08,0.00%,0.00%,-118.28,-118,-119,,,,,,,,,,,,4136214,3,105,108208,124502,0.00%
64,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721560,CGZ017347R_实验小学宁馨苑与富海家园之间-锦东汇聚机房(721560),81,FGZ0173471R1_实验小学宁馨苑与富海家园之间-锦东汇聚机房,721560,CGZ017347R_实验小学宁馨苑与富海家园之间-锦东汇聚机房,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,10.01%,1.59%,6.43%,1.59%,6.43%,0,6.43%,9.00%,7,0.9344,12,3.0678,12,3,1.3499,0,0.0262,15.9212,0,0.2743,0.01,0.12,0.00%,0.00%,-119.9,-119,-119,,,,,,,,,,,,4318038,0,5,117240,191930,0.00%
65,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721560,CGZ017347R_实验小学宁馨苑与富海家园之间-锦东汇聚机房(721560),82,FGZ0173472R1_实验小学宁馨苑与富海家园之间-锦东汇聚机房,721560,CGZ017347R_实验小学宁馨苑与富海家园之间-锦东汇聚机房,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.55%,3.10%,12.53%,3.10%,12.53%,0,12.53%,12.51%,6,0.8852,11,3.3984,11,3,3.8327,0,0.0651,30.6417,0,0.8255,0.03,0.35,0.00%,0.00%,-119.06,-119,-119,,,,,,,,,,,,19188340,4,1,190890,330031,0.00%
66,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721560,CGZ017347R_实验小学宁馨苑与富海家园之间-锦东汇聚机房(721560),83,FGZ0173473R1_实验小学宁馨苑与富海家园之间-锦东汇聚机房,721560,CGZ017347R_实验小学宁馨苑与富海家园之间-锦东汇聚机房,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,9.80%,1.90%,12.62%,1.90%,12.62%,0,12.62%,13.31%,4,0.4488,9,1.9583,9,1,8.9444,0,0.0226,14.9539,0,0.3833,0.01,0.15,0.00%,0.00%,-118.95,-119,-119,,,,,,,,,,,,35557515,1,3,109655,160468,0.00%
67,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721577,CGZ017316R_县医药门诊楼-平阴西关(721577),81,FGZ0173161R1_县医药门诊楼-平阴西关,721577,CGZ017316R_县医药门诊楼-平阴西关,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.24%,0.42%,4.09%,0.42%,4.09%,0,4.09%,6.79%,4,0.1873,7,1.5778,7,1,0.4776,0,0.006,16.9697,0,0.0519,0,0.02,0.00%,0.00%,-119.98,-119,-119,,,,,,,,,,,,1595960,1,0,25080,32734,0.00%
68,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721577,CGZ017316R_县医药门诊楼-平阴西关(721577),82,FGZ0173162R1_县医药门诊楼-平阴西关,721577,CGZ017316R_县医药门诊楼-平阴西关,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,8.11%,0.60%,3.84%,0.60%,3.84%,0,3.84%,8.08%,3,0.1266,4,0.5483,4,0,1.6491,0,0.0426,14.3759,0,0.0589,0.02,0.02,0.00%,0.00%,-118.88,-119,-119,,,,,,,,,,,,772360,0,29,40724,39709,0.00%
69,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721577,CGZ017316R_县医药门诊楼-平阴西关(721577),83,FGZ0173163R1_县医药门诊楼-平阴西关,721577,CGZ017316R_县医药门诊楼-平阴西关,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,4.47%,0.07%,3.26%,0.07%,3.26%,0,3.26%,8.20%,1,0.0164,3,0.2606,3,0,0.3498,0,0.0007,1.8949,0,0.004,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,44213,0,0,2077,2639,0.00%
70,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721578,CGZ017318H_平阴玫瑰小区_青龙路全友家私西_平阴齐鲁制药厂-平阴玫瑰小区(721578),81,FGZ0173181H1_平阴玫瑰小区,721578,CGZ017318H_平阴玫瑰小区_青龙路全友家私西_平阴齐鲁制药厂-平阴玫瑰小区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,4.07%,0.10%,4.39%,0.10%,4.39%,0,4.39%,11.09%,2,0.075,4,0.2372,4,0,0.3225,0,0.0015,2.7306,0,0.0077,0,0,0.00%,0.00%,-119.83,-119,-119,,,,,,,,,,,,162103,0,0,7365,12617,0.00%
71,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721578,CGZ017318H_平阴玫瑰小区_青龙路全友家私西_平阴齐鲁制药厂-平阴玫瑰小区(721578),82,FGZ0173182H1_平阴玫瑰小区,721578,CGZ017318H_平阴玫瑰小区_青龙路全友家私西_平阴齐鲁制药厂-平阴玫瑰小区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,5.34%,0.04%,4.12%,0.04%,4.12%,0,4.12%,12.21%,2,0.0268,2,0.0961,2,0,0.1622,0,0.0004,0.3485,0,0.0009,0,0,0.00%,0.00%,-120,-120,-120,,,,,,,,,,,,20596,0,1,1926,1546,0.00%
72,2018/4/15 18:00,2018/4/15 19:00,1小时,5310,平阴GNF(5310),721578,CGZ017318H_平阴玫瑰小区_青龙路全友家私西_平阴齐鲁制药厂-平阴玫瑰小区(721578),83,FGZ0173183H1_平阴玫瑰小区,721578,CGZ017318H_平阴玫瑰小区_青龙路全友家私西_平阴齐鲁制药厂-平阴玫瑰小区,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,6.25%,0.03%,4.18%,0.03%,4.18%,0,4.18%,11.25%,1,0.0153,2,0.2067,2,0,0.122,0,0.0003,12.0239,0,0.0093,0,0,0.00%,0.00%,-119.98,-119,-119,,,,,,,,,,,,774855,0,0,1744,3500,0.00%
